"location_name","joinpoint_model","aapc_index","start_obs","end_obs","aapc","aapc_c_i_low","aapc_c_i_high","statistically_significant_0_no_1_yes","test_statistic","p_value","p_value_label","legend","Year","Value","Label","Measure"
"Cyprus",3,"Full Range",1990,2021,-14.1,"-15.31","-12.87",1,-20.94,0,"***","1990~2021
-14.10(-15.31~-12.87)***","1990~2021","-14.10 (-15.31~-12.87)","DALYs","Rate"
"Cyprus",3,"1990.000-1999.000",1990,1999,-18.09,"-19.26","-16.91",1,-29.021,0,"***","1990~1999
-18.09(-19.26~-16.91)***","1990~1999","-18.09 (-19.26~-16.91)","DALYs","Rate"
"Cyprus",3,"1999.000-2009.000",1999,2009,-10.08,"-11.17","-8.97",1,-17.052,0,"***","1999~2009
-10.08(-11.17~-8.97)***","1999~2009","-10.08 (-11.17~-8.97)","DALYs","Rate"
"Cyprus",3,"2009.000-2019.000",2009,2019,12.55,"10.47","14.68",1,12.39,0,"***","2009~2019
12.55(10.47~14.68)***","2009~2019","12.55 (10.47~14.68)","DALYs","Rate"
"Cyprus",3,"2019.000-2021.000",2019,2021,-78.07,"-81.75","-73.64",1,-17.172,0,"***","2019~2021
-78.07(-81.75~-73.64)***","2019~2021","-78.07 (-81.75~-73.64)","DALYs","Rate"
"Cyprus",3,"1990.000-2019.000",1990,2019,-5.62,"-6.50","-4.72",1,-12.04,0,"***","1990~2019
-5.62(-6.50~-4.72)***","1990~2019","-5.62 (-6.50~-4.72)","DALYs","Rate"
"Czechia",1,"Full Range",1990,2021,-8.48,"-11.24","-5.64",1,-5.675,0,"***","1990~2021
-8.48(-11.24~-5.64)***","1990~2021","-8.48 (-11.24~-5.64)","DALYs","Rate"
"Czechia",1,"1990.000-1999.000",1990,1999,-0.52,"-1.28","0.23",0,-1.421,0.167,"","1990~1999
-0.52(-1.28~0.23)","1990~1999","-0.52 (-1.28~0.23)","DALYs","Rate"
"Czechia",1,"1999.000-2009.000",1999,2009,-0.52,"-1.28","0.23",0,-1.421,0.167,"","1999~2009
-0.52(-1.28~0.23)","1999~2009","-0.52 (-1.28~0.23)","DALYs","Rate"
"Czechia",1,"2009.000-2019.000",2009,2019,-0.52,"-1.28","0.23",0,-1.421,0.167,"","2009~2019
-0.52(-1.28~0.23)","2009~2019","-0.52 (-1.28~0.23)","DALYs","Rate"
"Czechia",1,"2019.000-2021.000",2019,2021,-72.68,"-83.17","-55.66",1,-5.497,0,"***","2019~2021
-72.68(-83.17~-55.66)***","2019~2021","-72.68 (-83.17~-55.66)","DALYs","Rate"
"Czechia",1,"1990.000-2019.000",1990,2019,-0.52,"-1.28","0.23",0,-1.421,0.167,"","1990~2019
-0.52(-1.28~0.23)","1990~2019","-0.52 (-1.28~0.23)","DALYs","Rate"
"Côte d'Ivoire",1,"Full Range",1990,2021,-6.89,"-7.91","-5.86",1,-12.724,0,"***","1990~2021
-6.89(-7.91~-5.86)***","1990~2021","-6.89 (-7.91~-5.86)","DALYs","Rate"
"Côte d'Ivoire",1,"1990.000-1999.000",1990,1999,-2.71,"-2.97","-2.44",1,-20.609,0,"***","1990~1999
-2.71(-2.97~-2.44)***","1990~1999","-2.71 (-2.97~-2.44)","DALYs","Rate"
"Côte d'Ivoire",1,"1999.000-2009.000",1999,2009,-2.71,"-2.97","-2.44",1,-20.609,0,"***","1999~2009
-2.71(-2.97~-2.44)***","1999~2009","-2.71 (-2.97~-2.44)","DALYs","Rate"
"Côte d'Ivoire",1,"2009.000-2019.000",2009,2019,-2.71,"-2.97","-2.44",1,-20.609,0,"***","2009~2019
-2.71(-2.97~-2.44)***","2009~2019","-2.71 (-2.97~-2.44)","DALYs","Rate"
"Côte d'Ivoire",1,"2019.000-2021.000",2019,2021,-50.8,"-58.66","-41.44",1,-8.359,0,"***","2019~2021
-50.80(-58.66~-41.44)***","2019~2021","-50.80 (-58.66~-41.44)","DALYs","Rate"
"Côte d'Ivoire",1,"1990.000-2019.000",1990,2019,-2.71,"-2.97","-2.44",1,-20.609,0,"***","1990~2019
-2.71(-2.97~-2.44)***","1990~2019","-2.71 (-2.97~-2.44)","DALYs","Rate"
"Democratic People's Republic of Korea",4,"Full Range",1990,2021,-19.32,"-19.93","-18.69",1,-54.686,0,"***","1990~2021
-19.32(-19.93~-18.69)***","1990~2021","-19.32 (-19.93~-18.69)","DALYs","Rate"
"Democratic People's Republic of Korea",4,"1990.000-1999.000",1990,1999,-0.54,"-1.24","0.17",0,-1.489,0.136,"","1990~1999
-0.54(-1.24~0.17)","1990~1999","-0.54 (-1.24~0.17)","DALYs","Rate"
"Democratic People's Republic of Korea",4,"1999.000-2009.000",1999,2009,-12.48,"-13.16","-11.80",1,-33.717,0,"***","1999~2009
-12.48(-13.16~-11.80)***","1999~2009","-12.48 (-13.16~-11.80)","DALYs","Rate"
"Democratic People's Republic of Korea",4,"2009.000-2019.000",2009,2019,-21.28,"-22.45","-20.10",1,-31.445,0,"***","2009~2019
-21.28(-22.45~-20.10)***","2009~2019","-21.28 (-22.45~-20.10)","DALYs","Rate"
"Democratic People's Republic of Korea",4,"2019.000-2021.000",2019,2021,-76.3,"-78.05","-74.40",1,-39.23,0,"***","2019~2021
-76.30(-78.05~-74.40)***","2019~2021","-76.30 (-78.05~-74.40)","DALYs","Rate"
"Democratic People's Republic of Korea",4,"1990.000-2019.000",1990,2019,-12.21,"-12.78","-11.63",1,-38.896,0,"***","1990~2019
-12.21(-12.78~-11.63)***","1990~2019","-12.21 (-12.78~-11.63)","DALYs","Rate"
"Democratic Republic of the Congo",3,"Full Range",1990,2021,-2.52,"-3.14","-1.91",1,-7.951,0,"***","1990~2021
-2.52(-3.14~-1.91)***","1990~2021","-2.52 (-3.14~-1.91)","DALYs","Rate"
"Democratic Republic of the Congo",3,"1990.000-1999.000",1990,1999,0.66,"0.11","1.21",1,2.502,0.021,"*","1990~1999
0.66(0.11~1.21)*","1990~1999","0.66 (0.11~1.21)","DALYs","Rate"
"Democratic Republic of the Congo",3,"1999.000-2009.000",1999,2009,-5.03,"-5.57","-4.49",1,-17.815,0,"***","1999~2009
-5.03(-5.57~-4.49)***","1999~2009","-5.03 (-5.57~-4.49)","DALYs","Rate"
"Democratic Republic of the Congo",3,"2009.000-2019.000",2009,2019,1,"0.17","1.85",1,2.365,0.018,"*","2009~2019
1.00(0.17~1.85)*","2009~2019","1.00 (0.17~1.85)","DALYs","Rate"
"Democratic Republic of the Congo",3,"2019.000-2021.000",2019,2021,-19.57,"-25.84","-12.77",1,-5.583,0,"***","2019~2021
-19.57(-25.84~-12.77)***","2019~2021","-19.57 (-25.84~-12.77)","DALYs","Rate"
"Democratic Republic of the Congo",3,"1990.000-2019.000",1990,2019,-1.22,"-1.64","-0.81",1,-5.755,0,"***","1990~2019
-1.22(-1.64~-0.81)***","1990~2019","-1.22 (-1.64~-0.81)","DALYs","Rate"
"Denmark",1,"Full Range",1990,2021,-13.31,"-16.76","-9.71",1,-6.888,0,"***","1990~2021
-13.31(-16.76~-9.71)***","1990~2021","-13.31 (-16.76~-9.71)","DALYs","Rate"
"Denmark",1,"1990.000-1999.000",1990,1999,-1.56,"-2.55","-0.57",1,-3.205,0.003,"**","1990~1999
-1.56(-2.55~-0.57)**","1990~1999","-1.56 (-2.55~-0.57)","DALYs","Rate"
"Denmark",1,"1999.000-2009.000",1999,2009,-1.56,"-2.55","-0.57",1,-3.205,0.003,"**","1999~2009
-1.56(-2.55~-0.57)**","1999~2009","-1.56 (-2.55~-0.57)","DALYs","Rate"
"Denmark",1,"2009.000-2019.000",2009,2019,-1.56,"-2.55","-0.57",1,-3.205,0.003,"**","2009~2019
-1.56(-2.55~-0.57)**","2009~2019","-1.56 (-2.55~-0.57)","DALYs","Rate"
"Denmark",1,"2019.000-2021.000",2019,2021,-86.27,"-92.78","-73.88",1,-6.335,0,"***","2019~2021
-86.27(-92.78~-73.88)***","2019~2021","-86.27 (-92.78~-73.88)","DALYs","Rate"
"Denmark",1,"1990.000-2019.000",1990,2019,-1.56,"-2.55","-0.57",1,-3.205,0.003,"**","1990~2019
-1.56(-2.55~-0.57)**","1990~2019","-1.56 (-2.55~-0.57)","DALYs","Rate"
"Djibouti",2,"Full Range",1990,2021,-2.05,"-3.95","-0.12",1,-2.078,0.038,"*","1990~2021
-2.05(-3.95~-0.12)*","1990~2021","-2.05 (-3.95~-0.12)","DALYs","Rate"
"Djibouti",2,"1990.000-1999.000",1990,1999,4.93,"2.08","7.86",1,3.606,0.001,"**","1990~1999
4.93(2.08~7.86)**","1990~1999","4.93 (2.08~7.86)","DALYs","Rate"
"Djibouti",2,"1999.000-2009.000",1999,2009,-1.24,"-2.31","-0.16",1,-2.242,0.025,"*","1999~2009
-1.24(-2.31~-0.16)*","1999~2009","-1.24 (-2.31~-0.16)","DALYs","Rate"
"Djibouti",2,"2009.000-2019.000",2009,2019,-4.23,"-6.12","-2.31",1,-4.266,0,"***","2009~2019
-4.23(-6.12~-2.31)***","2009~2019","-4.23 (-6.12~-2.31)","DALYs","Rate"
"Djibouti",2,"2019.000-2021.000",2019,2021,-22.85,"-35.36","-7.92",1,-3.026,0.006,"**","2019~2021
-22.85(-35.36~-7.92)**","2019~2021","-22.85 (-35.36~-7.92)","DALYs","Rate"
"Djibouti",2,"1990.000-2019.000",1990,2019,-0.43,"-1.71","0.87",0,-0.646,0.518,"","1990~2019
-0.43(-1.71~0.87)","1990~2019","-0.43 (-1.71~0.87)","DALYs","Rate"
"Dominica",1,"Full Range",1990,2021,-9.87,"-13.45","-6.14",1,-5.023,0,"***","1990~2021
-9.87(-13.45~-6.14)***","1990~2021","-9.87 (-13.45~-6.14)","DALYs","Rate"
"Dominica",1,"1990.000-1999.000",1990,1999,-1.23,"-2.22","-0.23",1,-2.515,0.018,"*","1990~1999
-1.23(-2.22~-0.23)*","1990~1999","-1.23 (-2.22~-0.23)","DALYs","Rate"
"Dominica",1,"1999.000-2009.000",1999,2009,-1.23,"-2.22","-0.23",1,-2.515,0.018,"*","1999~2009
-1.23(-2.22~-0.23)*","1999~2009","-1.23 (-2.22~-0.23)","DALYs","Rate"
"Dominica",1,"2009.000-2019.000",2009,2019,-1.23,"-2.22","-0.23",1,-2.515,0.018,"*","2009~2019
-1.23(-2.22~-0.23)*","2009~2019","-1.23 (-2.22~-0.23)","DALYs","Rate"
"Dominica",1,"2019.000-2021.000",2019,2021,-76.11,"-87.42","-54.62",1,-4.579,0,"***","2019~2021
-76.11(-87.42~-54.62)***","2019~2021","-76.11 (-87.42~-54.62)","DALYs","Rate"
"Dominica",1,"1990.000-2019.000",1990,2019,-1.23,"-2.22","-0.23",1,-2.515,0.018,"*","1990~2019
-1.23(-2.22~-0.23)*","1990~2019","-1.23 (-2.22~-0.23)","DALYs","Rate"
"Dominican Republic",1,"Full Range",1990,2021,-12.59,"-14.36","-10.77",1,-12.853,0,"***","1990~2021
-12.59(-14.36~-10.77)***","1990~2021","-12.59 (-14.36~-10.77)","DALYs","Rate"
"Dominican Republic",1,"1990.000-1999.000",1990,1999,-2.59,"-3.08","-2.09",1,-10.571,0,"***","1990~1999
-2.59(-3.08~-2.09)***","1990~1999","-2.59 (-3.08~-2.09)","DALYs","Rate"
"Dominican Republic",1,"1999.000-2009.000",1999,2009,-2.59,"-3.08","-2.09",1,-10.571,0,"***","1999~2009
-2.59(-3.08~-2.09)***","1999~2009","-2.59 (-3.08~-2.09)","DALYs","Rate"
"Dominican Republic",1,"2009.000-2019.000",2009,2019,-2.59,"-3.08","-2.09",1,-10.571,0,"***","2009~2019
-2.59(-3.08~-2.09)***","2009~2019","-2.59 (-3.08~-2.09)","DALYs","Rate"
"Dominican Republic",1,"2019.000-2021.000",2019,2021,-81.81,"-86.85","-74.84",1,-10.776,0,"***","2019~2021
-81.81(-86.85~-74.84)***","2019~2021","-81.81 (-86.85~-74.84)","DALYs","Rate"
"Dominican Republic",1,"1990.000-2019.000",1990,2019,-2.59,"-3.08","-2.09",1,-10.571,0,"***","1990~2019
-2.59(-3.08~-2.09)***","1990~2019","-2.59 (-3.08~-2.09)","DALYs","Rate"
"Ecuador",5,"Full Range",1990,2021,-8.19,"-8.67","-7.70",1,-31.766,0,"***","1990~2021
-8.19(-8.67~-7.70)***","1990~2021","-8.19 (-8.67~-7.70)","DALYs","Rate"
"Ecuador",5,"1990.000-1999.000",1990,1999,-4.82,"-5.35","-4.30",1,-17.615,0,"***","1990~1999
-4.82(-5.35~-4.30)***","1990~1999","-4.82 (-5.35~-4.30)","DALYs","Rate"
"Ecuador",5,"1999.000-2009.000",1999,2009,-4.84,"-5.22","-4.45",1,-24.098,0,"***","1999~2009
-4.84(-5.22~-4.45)***","1999~2009","-4.84 (-5.22~-4.45)","DALYs","Rate"
"Ecuador",5,"2009.000-2019.000",2009,2019,-3.6,"-4.79","-2.39",1,-5.767,0,"***","2009~2019
-3.60(-4.79~-2.39)***","2009~2019","-3.60 (-4.79~-2.39)","DALYs","Rate"
"Ecuador",5,"2019.000-2021.000",2019,2021,-48.85,"-50.91","-46.70",1,-34.674,0,"***","2019~2021
-48.85(-50.91~-46.70)***","2019~2021","-48.85 (-50.91~-46.70)","DALYs","Rate"
"Ecuador",5,"1990.000-2019.000",1990,2019,-4.41,"-4.88","-3.93",1,-17.703,0,"***","1990~2019
-4.41(-4.88~-3.93)***","1990~2019","-4.41 (-4.88~-3.93)","DALYs","Rate"
"Egypt",2,"Full Range",1990,2021,-9.98,"-11.12","-8.82",1,-16.148,0,"***","1990~2021
-9.98(-11.12~-8.82)***","1990~2021","-9.98 (-11.12~-8.82)","DALYs","Rate"
"Egypt",2,"1990.000-1999.000",1990,1999,-11.27,"-11.71","-10.83",1,-49.583,0,"***","1990~1999
-11.27(-11.71~-10.83)***","1990~1999","-11.27 (-11.71~-10.83)","DALYs","Rate"
"Egypt",2,"1999.000-2009.000",1999,2009,-11.27,"-11.71","-10.83",1,-49.583,0,"***","1999~2009
-11.27(-11.71~-10.83)***","1999~2009","-11.27 (-11.71~-10.83)","DALYs","Rate"
"Egypt",2,"2009.000-2019.000",2009,2019,4.22,"2.47","6.00",1,4.786,0,"***","2009~2019
4.22(2.47~6.00)***","2009~2019","4.22 (2.47~6.00)","DALYs","Rate"
"Egypt",2,"2019.000-2021.000",2019,2021,-50.34,"-58.59","-40.46",1,-7.961,0,"***","2019~2021
-50.34(-58.59~-40.46)***","2019~2021","-50.34 (-58.59~-40.46)","DALYs","Rate"
"Egypt",2,"1990.000-2019.000",1990,2019,-6.21,"-6.83","-5.58",1,-18.787,0,"***","1990~2019
-6.21(-6.83~-5.58)***","1990~2019","-6.21 (-6.83~-5.58)","DALYs","Rate"
"El Salvador",4,"Full Range",1990,2021,-17.09,"-18.56","-15.60",1,-20.624,0,"***","1990~2021
-17.09(-18.56~-15.60)***","1990~2021","-17.09 (-18.56~-15.60)","DALYs","Rate"
"El Salvador",4,"1990.000-1999.000",1990,1999,-14.51,"-15.64","-13.37",1,-24.699,0,"***","1990~1999
-14.51(-15.64~-13.37)***","1990~1999","-14.51 (-15.64~-13.37)","DALYs","Rate"
"El Salvador",4,"1999.000-2009.000",1999,2009,-10.47,"-14.04","-6.74",1,-5.315,0,"***","1999~2009
-10.47(-14.04~-6.74)***","1999~2009","-10.47 (-14.04~-6.74)","DALYs","Rate"
"El Salvador",4,"2009.000-2019.000",2009,2019,6.74,"5.08","8.42",1,8.756,0,"***","2009~2019
6.74(5.08~8.42)***","2009~2019","6.74 (5.08~8.42)","DALYs","Rate"
"El Salvador",4,"2019.000-2021.000",2019,2021,-86.1,"-88.29","-83.50",1,-24.198,0,"***","2019~2021
-86.10(-88.29~-83.50)***","2019~2021","-86.10 (-88.29~-83.50)","DALYs","Rate"
"El Salvador",4,"1990.000-2019.000",1990,2019,-6.23,"-7.67","-4.76",1,-8.116,0,"***","1990~2019
-6.23(-7.67~-4.76)***","1990~2019","-6.23 (-7.67~-4.76)","DALYs","Rate"
"Equatorial Guinea",3,"Full Range",1990,2021,-5.34,"-5.92","-4.75",1,-17.436,0,"***","1990~2021
-5.34(-5.92~-4.75)***","1990~2021","-5.34 (-5.92~-4.75)","DALYs","Rate"
"Equatorial Guinea",3,"1990.000-1999.000",1990,1999,-4.54,"-5.39","-3.67",1,-10.103,0,"***","1990~1999
-4.54(-5.39~-3.67)***","1990~1999","-4.54 (-5.39~-3.67)","DALYs","Rate"
"Equatorial Guinea",3,"1999.000-2009.000",1999,2009,-5.63,"-5.90","-5.35",1,-41.2,0,"***","1999~2009
-5.63(-5.90~-5.35)***","1999~2009","-5.63 (-5.90~-5.35)","DALYs","Rate"
"Equatorial Guinea",3,"2009.000-2019.000",2009,2019,-1.86,"-2.70","-1.02",1,-4.316,0,"***","2009~2019
-1.86(-2.70~-1.02)***","2009~2019","-1.86 (-2.70~-1.02)","DALYs","Rate"
"Equatorial Guinea",3,"2019.000-2021.000",2019,2021,-22.7,"-28.38","-16.58",1,-7.024,0,"***","2019~2021
-22.70(-28.38~-16.58)***","2019~2021","-22.70 (-28.38~-16.58)","DALYs","Rate"
"Equatorial Guinea",3,"1990.000-2019.000",1990,2019,-4,"-4.42","-3.59",1,-18.438,0,"***","1990~2019
-4.00(-4.42~-3.59)***","1990~2019","-4.00 (-4.42~-3.59)","DALYs","Rate"
"Eritrea",3,"Full Range",1990,2021,-8.68,"-10.68","-6.64",1,-8.051,0,"***","1990~2021
-8.68(-10.68~-6.64)***","1990~2021","-8.68 (-10.68~-6.64)","DALYs","Rate"
"Eritrea",3,"1990.000-1999.000",1990,1999,-10.1,"-12.28","-7.86",1,-9.012,0,"***","1990~1999
-10.10(-12.28~-7.86)***","1990~1999","-10.10 (-12.28~-7.86)","DALYs","Rate"
"Eritrea",3,"1999.000-2009.000",1999,2009,-12.96,"-16.41","-9.37",1,-6.732,0,"***","1999~2009
-12.96(-16.41~-9.37)***","1999~2009","-12.96 (-16.41~-9.37)","DALYs","Rate"
"Eritrea",3,"2009.000-2019.000",2009,2019,1.05,"-1.28","3.44",0,0.877,0.381,"","2009~2019
1.05(-1.28~3.44)","2009~2019","1.05 (-1.28~3.44)","DALYs","Rate"
"Eritrea",3,"2019.000-2021.000",2019,2021,-24.92,"-35.88","-12.09",1,-3.778,0.001,"**","2019~2021
-24.92(-35.88~-12.09)**","2019~2021","-24.92 (-35.88~-12.09)","DALYs","Rate"
"Eritrea",3,"1990.000-2019.000",1990,2019,-7.44,"-9.15","-5.70",1,-8.12,0,"***","1990~2019
-7.44(-9.15~-5.70)***","1990~2019","-7.44 (-9.15~-5.70)","DALYs","Rate"
"Estonia",5,"Full Range",1990,2021,-11.2,"-12.08","-10.30",1,-23.245,0,"***","1990~2021
-11.20(-12.08~-10.30)***","1990~2021","-11.20 (-12.08~-10.30)","DALYs","Rate"
"Estonia",5,"1990.000-1999.000",1990,1999,-5.85,"-7.23","-4.45",1,-7.99,0,"***","1990~1999
-5.85(-7.23~-4.45)***","1990~1999","-5.85 (-7.23~-4.45)","DALYs","Rate"
"Estonia",5,"1999.000-2009.000",1999,2009,-4.49,"-5.59","-3.38",1,-7.771,0,"***","1999~2009
-4.49(-5.59~-3.38)***","1999~2009","-4.49 (-5.59~-3.38)","DALYs","Rate"
"Estonia",5,"2009.000-2019.000",2009,2019,4.05,"2.13","6.00",1,4.175,0,"***","2009~2019
4.05(2.13~6.00)***","2009~2019","4.05 (2.13~6.00)","DALYs","Rate"
"Estonia",5,"2019.000-2021.000",2019,2021,-78.53,"-80.39","-76.49",1,-36.193,0,"***","2019~2021
-78.53(-80.39~-76.49)***","2019~2021","-78.53 (-80.39~-76.49)","DALYs","Rate"
"Estonia",5,"1990.000-2019.000",1990,2019,-2.06,"-2.94","-1.18",1,-4.526,0,"***","1990~2019
-2.06(-2.94~-1.18)***","1990~2019","-2.06 (-2.94~-1.18)","DALYs","Rate"
"Eswatini",1,"Full Range",1990,2021,-9.28,"-10.86","-7.67",1,-10.864,0,"***","1990~2021
-9.28(-10.86~-7.67)***","1990~2021","-9.28 (-10.86~-7.67)","DALYs","Rate"
"Eswatini",1,"1990.000-1999.000",1990,1999,-1.32,"-1.75","-0.89",1,-6.268,0,"***","1990~1999
-1.32(-1.75~-0.89)***","1990~1999","-1.32 (-1.75~-0.89)","DALYs","Rate"
"Eswatini",1,"1999.000-2009.000",1999,2009,-1.32,"-1.75","-0.89",1,-6.268,0,"***","1999~2009
-1.32(-1.75~-0.89)***","1999~2009","-1.32 (-1.75~-0.89)","DALYs","Rate"
"Eswatini",1,"2009.000-2019.000",2009,2019,-1.32,"-1.75","-0.89",1,-6.268,0,"***","2009~2019
-1.32(-1.75~-0.89)***","2009~2019","-1.32 (-1.75~-0.89)","DALYs","Rate"
"Eswatini",1,"2019.000-2021.000",2019,2021,-73.19,"-79.69","-64.59",1,-9.716,0,"***","2019~2021
-73.19(-79.69~-64.59)***","2019~2021","-73.19 (-79.69~-64.59)","DALYs","Rate"
"Eswatini",1,"1990.000-2019.000",1990,2019,-1.32,"-1.75","-0.89",1,-6.268,0,"***","1990~2019
-1.32(-1.75~-0.89)***","1990~2019","-1.32 (-1.75~-0.89)","DALYs","Rate"
"Ethiopia",2,"Full Range",1990,2021,-6.12,"-7.63","-4.59",1,-7.658,0,"***","1990~2021
-6.12(-7.63~-4.59)***","1990~2021","-6.12 (-7.63~-4.59)","DALYs","Rate"
"Ethiopia",2,"1990.000-1999.000",1990,1999,-1.78,"-3.29","-0.26",1,-2.405,0.024,"*","1990~1999
-1.78(-3.29~-0.26)*","1990~1999","-1.78 (-3.29~-0.26)","DALYs","Rate"
"Ethiopia",2,"1999.000-2009.000",1999,2009,-3.74,"-4.68","-2.79",1,-7.618,0,"***","1999~2009
-3.74(-4.68~-2.79)***","1999~2009","-3.74 (-4.68~-2.79)","DALYs","Rate"
"Ethiopia",2,"2009.000-2019.000",2009,2019,-7.51,"-9.19","-5.80",1,-8.363,0,"***","2009~2019
-7.51(-9.19~-5.80)***","2009~2019","-7.51 (-9.19~-5.80)","DALYs","Rate"
"Ethiopia",2,"2019.000-2021.000",2019,2021,-27.15,"-37.13","-15.59",1,-4.438,0,"***","2019~2021
-27.15(-37.13~-15.59)***","2019~2021","-27.15 (-37.13~-15.59)","DALYs","Rate"
"Ethiopia",2,"1990.000-2019.000",1990,2019,-4.46,"-5.47","-3.45",1,-8.439,0,"***","1990~2019
-4.46(-5.47~-3.45)***","1990~2019","-4.46 (-5.47~-3.45)","DALYs","Rate"
"Fiji",3,"Full Range",1990,2021,-12.82,"-16.08","-9.43",1,-7.059,0,"***","1990~2021
-12.82(-16.08~-9.43)***","1990~2021","-12.82 (-16.08~-9.43)","DALYs","Rate"
"Fiji",3,"1990.000-1999.000",1990,1999,-5.7,"-11.06","-0.03",1,-1.969,0.049,"*","1990~1999
-5.70(-11.06~-0.03)*","1990~1999","-5.70 (-11.06~-0.03)","DALYs","Rate"
"Fiji",3,"1999.000-2009.000",1999,2009,4.29,"1.74","6.91",1,3.326,0.001,"**","1999~2009
4.29(1.74~6.91)**","1999~2009","4.29 (1.74~6.91)","DALYs","Rate"
"Fiji",3,"2009.000-2019.000",2009,2019,-16.64,"-19.75","-13.41",1,-9.95,0,"***","2009~2019
-16.64(-19.75~-13.41)***","2009~2019","-16.64 (-19.75~-13.41)","DALYs","Rate"
"Fiji",3,"2019.000-2021.000",2019,2021,-68.71,"-80.81","-49.00",1,-4.946,0,"***","2019~2021
-68.71(-80.81~-49.00)***","2019~2021","-68.71 (-80.81~-49.00)","DALYs","Rate"
"Fiji",3,"1990.000-2019.000",1990,2019,-6.43,"-8.79","-4.02",1,-5.115,0,"***","1990~2019
-6.43(-8.79~-4.02)***","1990~2019","-6.43 (-8.79~-4.02)","DALYs","Rate"
"Finland",3,"Full Range",1990,2021,-8.13,"-10.27","-5.94",1,-7.053,0,"***","1990~2021
-8.13(-10.27~-5.94)***","1990~2021","-8.13 (-10.27~-5.94)","DALYs","Rate"
"Finland",3,"1990.000-1999.000",1990,1999,-10.73,"-13.08","-8.32",1,-8.332,0,"***","1990~1999
-10.73(-13.08~-8.32)***","1990~1999","-10.73 (-13.08~-8.32)","DALYs","Rate"
"Finland",3,"1999.000-2009.000",1999,2009,-0.52,"-1.87","0.85",0,-0.788,0.439,"","1999~2009
-0.52(-1.87~0.85)","1999~2009","-0.52 (-1.87~0.85)","DALYs","Rate"
"Finland",3,"2009.000-2019.000",2009,2019,12.82,"8.70","17.10",1,6.348,0,"***","2009~2019
12.82(8.70~17.10)***","2009~2019","12.82 (8.70~17.10)","DALYs","Rate"
"Finland",3,"2019.000-2021.000",2019,2021,-74.86,"-81.22","-66.34",1,-9.841,0,"***","2019~2021
-74.86(-81.22~-66.34)***","2019~2021","-74.86 (-81.22~-66.34)","DALYs","Rate"
"Finland",3,"1990.000-2019.000",1990,2019,0.46,"-1.19","2.14",0,0.541,0.588,"","1990~2019
0.46(-1.19~2.14)","1990~2019","0.46 (-1.19~2.14)","DALYs","Rate"
"France",3,"Full Range",1990,2021,-8.93,"-10.72","-7.11",1,-9.231,0,"***","1990~2021
-8.93(-10.72~-7.11)***","1990~2021","-8.93 (-10.72~-7.11)","DALYs","Rate"
"France",3,"1990.000-1999.000",1990,1999,-3.33,"-4.21","-2.45",1,-7.762,0,"***","1990~1999
-3.33(-4.21~-2.45)***","1990~1999","-3.33 (-4.21~-2.45)","DALYs","Rate"
"France",3,"1999.000-2009.000",1999,2009,-9.25,"-12.88","-5.46",1,-4.653,0,"***","1999~2009
-9.25(-12.88~-5.46)***","1999~2009","-9.25 (-12.88~-5.46)","DALYs","Rate"
"France",3,"2009.000-2019.000",2009,2019,7.12,"5.04","9.24",1,7.286,0,"***","2009~2019
7.12(5.04~9.24)***","2009~2019","7.12 (5.04~9.24)","DALYs","Rate"
"France",3,"2019.000-2021.000",2019,2021,-68.55,"-74.63","-61.00",1,-11.185,0,"***","2019~2021
-68.55(-74.63~-61.00)***","2019~2021","-68.55 (-74.63~-61.00)","DALYs","Rate"
"France",3,"1990.000-2019.000",1990,2019,-2.01,"-3.56","-0.43",1,-2.484,0.013,"*","1990~2019
-2.01(-3.56~-0.43)*","1990~2019","-2.01 (-3.56~-0.43)","DALYs","Rate"
"Gabon",5,"Full Range",1990,2021,-3.5,"-4.64","-2.35",1,-5.879,0,"***","1990~2021
-3.50(-4.64~-2.35)***","1990~2021","-3.50 (-4.64~-2.35)","DALYs","Rate"
"Gabon",5,"1990.000-1999.000",1990,1999,1.98,"0.12","3.87",1,2.085,0.037,"*","1990~1999
1.98(0.12~3.87)*","1990~1999","1.98 (0.12~3.87)","DALYs","Rate"
"Gabon",5,"1999.000-2009.000",1999,2009,-2.65,"-3.96","-1.32",1,-3.875,0,"***","1999~2009
-2.65(-3.96~-1.32)***","1999~2009","-2.65 (-3.96~-1.32)","DALYs","Rate"
"Gabon",5,"2009.000-2019.000",2009,2019,-6.1,"-8.05","-4.11",1,-5.882,0,"***","2009~2019
-6.10(-8.05~-4.11)***","2009~2019","-6.10 (-8.05~-4.11)","DALYs","Rate"
"Gabon",5,"2019.000-2021.000",2019,2021,-17.47,"-25.75","-8.25",1,-3.867,0.002,"**","2019~2021
-17.47(-25.75~-8.25)**","2019~2021","-17.47 (-25.75~-8.25)","DALYs","Rate"
"Gabon",5,"1990.000-2019.000",1990,2019,-2.46,"-3.50","-1.40",1,-4.519,0,"***","1990~2019
-2.46(-3.50~-1.40)***","1990~2019","-2.46 (-3.50~-1.40)","DALYs","Rate"
"Gambia",4,"Full Range",1990,2021,-4.98,"-6.34","-3.61",1,-6.973,0,"***","1990~2021
-4.98(-6.34~-3.61)***","1990~2021","-4.98 (-6.34~-3.61)","DALYs","Rate"
