"location_name","joinpoint_model","aapc_index","start_obs","end_obs","aapc","aapc_c_i_low","aapc_c_i_high","statistically_significant_0_no_1_yes","test_statistic","p_value","p_value_label","legend","Year","Value","Label","Measure"
"Czechia",1,"2019.000-2021.000",2019,2021,-78.66,"-86.35","-66.64",1,-7.093,0,"***","2019~2021
-78.66(-86.35~-66.64)***","2019~2021","-78.66 (-86.35~-66.64)","Incidence","Rate"
"Czechia",1,"1990.000-2019.000",1990,2019,-0.58,"-1.27","0.12",0,-1.703,0.1,"","1990~2019
-0.58(-1.27~0.12)","1990~2019","-0.58 (-1.27~0.12)","Incidence","Rate"
"Côte d'Ivoire",2,"Full Range",1990,2021,-5.87,"-6.60","-5.13",1,-15.124,0,"***","1990~2021
-5.87(-6.60~-5.13)***","1990~2021","-5.87 (-6.60~-5.13)","Incidence","Rate"
"Côte d'Ivoire",2,"1990.000-1999.000",1990,1999,-4.2,"-5.05","-3.34",1,-9.91,0,"***","1990~1999
-4.20(-5.05~-3.34)***","1990~1999","-4.20 (-5.05~-3.34)","Incidence","Rate"
"Côte d'Ivoire",2,"1999.000-2009.000",1999,2009,-0.82,"-1.14","-0.50",1,-4.956,0,"***","1999~2009
-0.82(-1.14~-0.50)***","1999~2009","-0.82 (-1.14~-0.50)","Incidence","Rate"
"Côte d'Ivoire",2,"2009.000-2019.000",2009,2019,-0.44,"-0.80","-0.07",1,-2.464,0.021,"*","2009~2019
-0.44(-0.80~-0.07)*","2009~2019","-0.44 (-0.80~-0.07)","Incidence","Rate"
"Côte d'Ivoire",2,"2019.000-2021.000",2019,2021,-49.4,"-54.88","-43.25",1,-12.263,0,"***","2019~2021
-49.40(-54.88~-43.25)***","2019~2021","-49.40 (-54.88~-43.25)","Incidence","Rate"
"Côte d'Ivoire",2,"1990.000-2019.000",1990,2019,-1.75,"-2.11","-1.38",1,-9.319,0,"***","1990~2019
-1.75(-2.11~-1.38)***","1990~2019","-1.75 (-2.11~-1.38)","Incidence","Rate"
"Democratic People's Republic of Korea",4,"Full Range",1990,2021,-15.74,"-16.14","-15.34",1,-70.276,0,"***","1990~2021
-15.74(-16.14~-15.34)***","1990~2021","-15.74 (-16.14~-15.34)","Incidence","Rate"
"Democratic People's Republic of Korea",4,"1990.000-1999.000",1990,1999,0.5,"0.06","0.95",1,2.237,0.025,"*","1990~1999
0.50(0.06~0.95)*","1990~1999","0.50 (0.06~0.95)","Incidence","Rate"
"Democratic People's Republic of Korea",4,"1999.000-2009.000",1999,2009,-9.84,"-10.27","-9.40",1,-42.174,0,"***","1999~2009
-9.84(-10.27~-9.40)***","1999~2009","-9.84 (-10.27~-9.40)","Incidence","Rate"
"Democratic People's Republic of Korea",4,"2009.000-2019.000",2009,2019,-20.05,"-20.79","-19.31",1,-47.365,0,"***","2009~2019
-20.05(-20.79~-19.31)***","2009~2019","-20.05 (-20.79~-19.31)","Incidence","Rate"
"Democratic People's Republic of Korea",4,"2019.000-2021.000",2019,2021,-64.68,"-66.33","-62.94",1,-45.669,0,"***","2019~2021
-64.68(-66.33~-62.94)***","2019~2021","-64.68 (-66.33~-62.94)","Incidence","Rate"
"Democratic People's Republic of Korea",4,"1990.000-2019.000",1990,2019,-10.54,"-10.90","-10.17",1,-53.572,0,"***","1990~2019
-10.54(-10.90~-10.17)***","1990~2019","-10.54 (-10.90~-10.17)","Incidence","Rate"
"Democratic Republic of the Congo",5,"Full Range",1990,2021,-1.61,"-1.85","-1.36",1,-12.679,0,"***","1990~2021
-1.61(-1.85~-1.36)***","1990~2021","-1.61 (-1.85~-1.36)","Incidence","Rate"
"Democratic Republic of the Congo",5,"1990.000-1999.000",1990,1999,1.85,"1.68","2.02",1,23.184,0,"***","1990~1999
1.85(1.68~2.02)***","1990~1999","1.85 (1.68~2.02)","Incidence","Rate"
"Democratic Republic of the Congo",5,"1999.000-2009.000",1999,2009,-5.18,"-5.57","-4.80",1,-25.517,0,"***","1999~2009
-5.18(-5.57~-4.80)***","1999~2009","-5.18 (-5.57~-4.80)","Incidence","Rate"
"Democratic Republic of the Congo",5,"2009.000-2019.000",2009,2019,2.21,"1.65","2.77",1,7.813,0,"***","2009~2019
2.21(1.65~2.77)***","2009~2019","2.21 (1.65~2.77)","Incidence","Rate"
"Democratic Republic of the Congo",5,"2019.000-2021.000",2019,2021,-16.17,"-17.70","-14.61",1,-20.36,0,"***","2019~2021
-16.17(-17.70~-14.61)***","2019~2021","-16.17 (-17.70~-14.61)","Incidence","Rate"
"Democratic Republic of the Congo",5,"1990.000-2019.000",1990,2019,-0.51,"-0.75","-0.27",1,-4.19,0,"***","1990~2019
-0.51(-0.75~-0.27)***","1990~2019","-0.51 (-0.75~-0.27)","Incidence","Rate"
"Denmark",3,"Full Range",1990,2021,-13.85,"-17.25","-10.30",1,-7.246,0,"***","1990~2021
-13.85(-17.25~-10.30)***","1990~2021","-13.85 (-17.25~-10.30)","Incidence","Rate"
"Denmark",3,"1990.000-1999.000",1990,1999,-5.83,"-7.99","-3.63",1,-5.394,0,"***","1990~1999
-5.83(-7.99~-3.63)***","1990~1999","-5.83 (-7.99~-3.63)","Incidence","Rate"
"Denmark",3,"1999.000-2009.000",1999,2009,1.73,"-3.54","7.29",0,0.633,0.527,"","1999~2009
1.73(-3.54~7.29)","1999~2009","1.73 (-3.54~7.29)","Incidence","Rate"
"Denmark",3,"2009.000-2019.000",2009,2019,-4.16,"-8.56","0.44",0,-1.777,0.076,"","2009~2019
-4.16(-8.56~0.44)","2009~2019","-4.16 (-8.56~0.44)","Incidence","Rate"
"Denmark",3,"2019.000-2021.000",2019,2021,-85.23,"-90.99","-75.79",1,-8.047,0,"***","2019~2021
-85.23(-90.99~-75.79)***","2019~2021","-85.23 (-90.99~-75.79)","Incidence","Rate"
"Denmark",3,"1990.000-2019.000",1990,2019,-2.7,"-5.46","0.13",0,-1.87,0.062,"","1990~2019
-2.70(-5.46~0.13)","1990~2019","-2.70 (-5.46~0.13)","Incidence","Rate"
"Djibouti",3,"Full Range",1990,2021,-0.99,"-3.06","1.11",0,-0.929,0.353,"","1990~2021
-0.99(-3.06~1.11)","1990~2021","-0.99 (-3.06~1.11)","Incidence","Rate"
"Djibouti",3,"1990.000-1999.000",1990,1999,3.33,"1.53","5.17",1,3.866,0.001,"**","1990~1999
3.33(1.53~5.17)**","1990~1999","3.33 (1.53~5.17)","Incidence","Rate"
"Djibouti",3,"1999.000-2009.000",1999,2009,-1.12,"-4.82","2.72",0,-0.581,0.561,"","1999~2009
-1.12(-4.82~2.72)","1999~2009","-1.12 (-4.82~2.72)","Incidence","Rate"
"Djibouti",3,"2009.000-2019.000",2009,2019,1.3,"-1.40","4.08",0,0.94,0.347,"","2009~2019
1.30(-1.40~4.08)","2009~2019","1.30 (-1.40~4.08)","Incidence","Rate"
"Djibouti",3,"2019.000-2021.000",2019,2021,-26.69,"-36.85","-14.90",1,-4.33,0,"***","2019~2021
-26.69(-36.85~-14.90)***","2019~2021","-26.69 (-36.85~-14.90)","Incidence","Rate"
"Djibouti",3,"1990.000-2019.000",1990,2019,1.08,"-0.71","2.90",0,1.181,0.237,"","1990~2019
1.08(-0.71~2.90)","1990~2019","1.08 (-0.71~2.90)","Incidence","Rate"
"Dominica",1,"Full Range",1990,2021,-13.48,"-16.18","-10.70",1,-8.955,0,"***","1990~2021
-13.48(-16.18~-10.70)***","1990~2021","-13.48 (-16.18~-10.70)","Incidence","Rate"
"Dominica",1,"1990.000-1999.000",1990,1999,-0.44,"-1.22","0.34",0,-1.155,0.258,"","1990~1999
-0.44(-1.22~0.34)","1990~1999","-0.44 (-1.22~0.34)","Incidence","Rate"
"Dominica",1,"1999.000-2009.000",1999,2009,-0.44,"-1.22","0.34",0,-1.155,0.258,"","1999~2009
-0.44(-1.22~0.34)","1999~2009","-0.44 (-1.22~0.34)","Incidence","Rate"
"Dominica",1,"2009.000-2019.000",2009,2019,-0.44,"-1.22","0.34",0,-1.155,0.258,"","2009~2019
-0.44(-1.22~0.34)","2009~2019","-0.44 (-1.22~0.34)","Incidence","Rate"
"Dominica",1,"2019.000-2021.000",2019,2021,-88.71,"-93.16","-81.35",1,-8.921,0,"***","2019~2021
-88.71(-93.16~-81.35)***","2019~2021","-88.71 (-93.16~-81.35)","Incidence","Rate"
"Dominica",1,"1990.000-2019.000",1990,2019,-0.44,"-1.22","0.34",0,-1.155,0.258,"","1990~2019
-0.44(-1.22~0.34)","1990~2019","-0.44 (-1.22~0.34)","Incidence","Rate"
"Dominican Republic",1,"Full Range",1990,2021,-14.22,"-15.15","-13.29",1,-27.827,0,"***","1990~2021
-14.22(-15.15~-13.29)***","1990~2021","-14.22 (-15.15~-13.29)","Incidence","Rate"
"Dominican Republic",1,"1990.000-1999.000",1990,1999,-0.86,"-1.12","-0.59",1,-6.592,0,"***","1990~1999
-0.86(-1.12~-0.59)***","1990~1999","-0.86 (-1.12~-0.59)","Incidence","Rate"
"Dominican Republic",1,"1999.000-2009.000",1999,2009,-0.86,"-1.12","-0.59",1,-6.592,0,"***","1999~2009
-0.86(-1.12~-0.59)***","1999~2009","-0.86 (-1.12~-0.59)","Incidence","Rate"
"Dominican Republic",1,"2009.000-2019.000",2009,2019,-0.86,"-1.12","-0.59",1,-6.592,0,"***","2009~2019
-0.86(-1.12~-0.59)***","2009~2019","-0.86 (-1.12~-0.59)","Incidence","Rate"
"Dominican Republic",1,"2019.000-2021.000",2019,2021,-89.5,"-91.15","-87.54",1,-27.038,0,"***","2019~2021
-89.50(-91.15~-87.54)***","2019~2021","-89.50 (-91.15~-87.54)","Incidence","Rate"
"Dominican Republic",1,"1990.000-2019.000",1990,2019,-0.86,"-1.12","-0.59",1,-6.592,0,"***","1990~2019
-0.86(-1.12~-0.59)***","1990~2019","-0.86 (-1.12~-0.59)","Incidence","Rate"
"Ecuador",4,"Full Range",1990,2021,-6,"-6.94","-5.05",1,-12.071,0,"***","1990~2021
-6.00(-6.94~-5.05)***","1990~2021","-6.00 (-6.94~-5.05)","Incidence","Rate"
"Ecuador",4,"1990.000-1999.000",1990,1999,-4.85,"-6.31","-3.36",1,-6.269,0,"***","1990~1999
-4.85(-6.31~-3.36)***","1990~1999","-4.85 (-6.31~-3.36)","Incidence","Rate"
"Ecuador",4,"1999.000-2009.000",1999,2009,-4.57,"-5.51","-3.61",1,-9.175,0,"***","1999~2009
-4.57(-5.51~-3.61)***","1999~2009","-4.57 (-5.51~-3.61)","Incidence","Rate"
"Ecuador",4,"2009.000-2019.000",2009,2019,7.64,"6.40","8.91",1,12.385,0,"***","2009~2019
7.64(6.40~8.91)***","2009~2019","7.64 (6.40~8.91)","Incidence","Rate"
"Ecuador",4,"2019.000-2021.000",2019,2021,-58.11,"-62.53","-53.17",1,-16.405,0,"***","2019~2021
-58.11(-62.53~-53.17)***","2019~2021","-58.11 (-62.53~-53.17)","Incidence","Rate"
"Ecuador",4,"1990.000-2019.000",1990,2019,-0.61,"-1.40","0.19",0,-1.505,0.132,"","1990~2019
-0.61(-1.40~0.19)","1990~2019","-0.61 (-1.40~0.19)","Incidence","Rate"
"Egypt",2,"Full Range",1990,2021,-7.83,"-8.83","-6.81",1,-14.602,0,"***","1990~2021
-7.83(-8.83~-6.81)***","1990~2021","-7.83 (-8.83~-6.81)","Incidence","Rate"
"Egypt",2,"1990.000-1999.000",1990,1999,-8.59,"-8.98","-8.20",1,-43.425,0,"***","1990~1999
-8.59(-8.98~-8.20)***","1990~1999","-8.59 (-8.98~-8.20)","Incidence","Rate"
"Egypt",2,"1999.000-2009.000",1999,2009,-8.59,"-8.98","-8.20",1,-43.425,0,"***","1999~2009
-8.59(-8.98~-8.20)***","1999~2009","-8.59 (-8.98~-8.20)","Incidence","Rate"
"Egypt",2,"2009.000-2019.000",2009,2019,7.45,"5.90","9.02",1,9.696,0,"***","2009~2019
7.45(5.90~9.02)***","2009~2019","7.45 (5.90~9.02)","Incidence","Rate"
"Egypt",2,"2019.000-2021.000",2019,2021,-53.67,"-60.34","-45.86",1,-10.203,0,"***","2019~2021
-53.67(-60.34~-45.86)***","2019~2021","-53.67 (-60.34~-45.86)","Incidence","Rate"
"Egypt",2,"1990.000-2019.000",1990,2019,-3.35,"-3.90","-2.79",1,-11.646,0,"***","1990~2019
-3.35(-3.90~-2.79)***","1990~2019","-3.35 (-3.90~-2.79)","Incidence","Rate"
"El Salvador",4,"Full Range",1990,2021,-15.01,"-16.03","-13.98",1,-26.447,0,"***","1990~2021
-15.01(-16.03~-13.98)***","1990~2021","-15.01 (-16.03~-13.98)","Incidence","Rate"
"El Salvador",4,"1990.000-1999.000",1990,1999,-9.88,"-10.69","-9.06",1,-24.216,0,"***","1990~1999
-9.88(-10.69~-9.06)***","1990~1999","-9.88 (-10.69~-9.06)","Incidence","Rate"
"El Salvador",4,"1999.000-2009.000",1999,2009,-7.39,"-9.91","-4.80",1,-5.453,0,"***","1999~2009
-7.39(-9.91~-4.80)***","1999~2009","-7.39 (-9.91~-4.80)","Incidence","Rate"
"El Salvador",4,"2009.000-2019.000",2009,2019,7.72,"6.58","8.86",1,14.76,0,"***","2009~2019
7.72(6.58~8.86)***","2009~2019","7.72 (6.58~8.86)","Incidence","Rate"
"El Salvador",4,"2019.000-2021.000",2019,2021,-87.01,"-88.43","-85.42",1,-36.991,0,"***","2019~2021
-87.01(-88.43~-85.42)***","2019~2021","-87.01 (-88.43~-85.42)","Incidence","Rate"
"El Salvador",4,"1990.000-2019.000",1990,2019,-3.26,"-4.27","-2.23",1,-6.176,0,"***","1990~2019
-3.26(-4.27~-2.23)***","1990~2019","-3.26 (-4.27~-2.23)","Incidence","Rate"
"Equatorial Guinea",4,"Full Range",1990,2021,-2.5,"-2.79","-2.22",1,-17.241,0,"***","1990~2021
-2.50(-2.79~-2.22)***","1990~2021","-2.50 (-2.79~-2.22)","Incidence","Rate"
"Equatorial Guinea",4,"1990.000-1999.000",1990,1999,-2.64,"-2.87","-2.41",1,-22.245,0,"***","1990~1999
-2.64(-2.87~-2.41)***","1990~1999","-2.64 (-2.87~-2.41)","Incidence","Rate"
"Equatorial Guinea",4,"1999.000-2009.000",1999,2009,-1.27,"-1.37","-1.18",1,-28.634,0,"***","1999~2009
-1.27(-1.37~-1.18)***","1999~2009","-1.27 (-1.37~-1.18)","Incidence","Rate"
"Equatorial Guinea",4,"2009.000-2019.000",2009,2019,0.92,"0.16","1.68",1,2.38,0.017,"*","2009~2019
0.92(0.16~1.68)*","2009~2019","0.92 (0.16~1.68)","Incidence","Rate"
"Equatorial Guinea",4,"2019.000-2021.000",2019,2021,-22.43,"-24.14","-20.68",1,-23.939,0,"***","2019~2021
-22.43(-24.14~-20.68)***","2019~2021","-22.43 (-24.14~-20.68)","Incidence","Rate"
"Equatorial Guinea",4,"1990.000-2019.000",1990,2019,-0.96,"-1.23","-0.68",1,-6.897,0,"***","1990~2019
-0.96(-1.23~-0.68)***","1990~2019","-0.96 (-1.23~-0.68)","Incidence","Rate"
"Eritrea",3,"Full Range",1990,2021,-8.51,"-10.29","-6.70",1,-8.902,0,"***","1990~2021
-8.51(-10.29~-6.70)***","1990~2021","-8.51 (-10.29~-6.70)","Incidence","Rate"
"Eritrea",3,"1990.000-1999.000",1990,1999,-11.91,"-13.81","-9.97",1,-12.121,0,"***","1990~1999
-11.91(-13.81~-9.97)***","1990~1999","-11.91 (-13.81~-9.97)","Incidence","Rate"
"Eritrea",3,"1999.000-2009.000",1999,2009,-13.05,"-16.11","-9.88",1,-7.652,0,"***","1999~2009
-13.05(-16.11~-9.88)***","1999~2009","-13.05 (-16.11~-9.88)","Incidence","Rate"
"Eritrea",3,"2009.000-2019.000",2009,2019,3.17,"1.05","5.33",1,2.953,0.003,"**","2009~2019
3.17(1.05~5.33)**","2009~2019","3.17 (1.05~5.33)","Incidence","Rate"
"Eritrea",3,"2019.000-2021.000",2019,2021,-23.28,"-33.29","-11.78",1,-3.944,0.001,"**","2019~2021
-23.28(-33.29~-11.78)**","2019~2021","-23.28 (-33.29~-11.78)","Incidence","Rate"
"Eritrea",3,"1990.000-2019.000",1990,2019,-7.39,"-8.91","-5.85",1,-9.107,0,"***","1990~2019
-7.39(-8.91~-5.85)***","1990~2019","-7.39 (-8.91~-5.85)","Incidence","Rate"
"Estonia",3,"Full Range",1990,2021,-14.24,"-15.05","-13.42",1,-31.695,0,"***","1990~2021
-14.24(-15.05~-13.42)***","1990~2021","-14.24 (-15.05~-13.42)","Incidence","Rate"
"Estonia",3,"1990.000-1999.000",1990,1999,-5.79,"-7.51","-4.03",1,-6.318,0,"***","1990~1999
-5.79(-7.51~-4.03)***","1990~1999","-5.79 (-7.51~-4.03)","Incidence","Rate"
"Estonia",3,"1999.000-2009.000",1999,2009,-7.46,"-7.91","-7.01",1,-31.231,0,"***","1999~2009
-7.46(-7.91~-7.01)***","1999~2009","-7.46 (-7.91~-7.01)","Incidence","Rate"
"Estonia",3,"2009.000-2019.000",2009,2019,2.62,"1.93","3.32",1,7.947,0,"***","2009~2019
2.62(1.93~3.32)***","2009~2019","2.62 (1.93~3.32)","Incidence","Rate"
"Estonia",3,"2019.000-2021.000",2019,2021,-84.34,"-86.04","-82.44",1,-33.651,0,"***","2019~2021
-84.34(-86.04~-82.44)***","2019~2021","-84.34 (-86.04~-82.44)","Incidence","Rate"
"Estonia",3,"1990.000-2019.000",1990,2019,-3.56,"-4.23","-2.90",1,-10.312,0,"***","1990~2019
-3.56(-4.23~-2.90)***","1990~2019","-3.56 (-4.23~-2.90)","Incidence","Rate"
"Eswatini",1,"Full Range",1990,2021,-7.02,"-8.93","-5.06",1,-6.849,0,"***","1990~2021
-7.02(-8.93~-5.06)***","1990~2021","-7.02 (-8.93~-5.06)","Incidence","Rate"
"Eswatini",1,"1990.000-1999.000",1990,1999,-1.23,"-1.73","-0.71",1,-4.891,0,"***","1990~1999
-1.23(-1.73~-0.71)***","1990~1999","-1.23 (-1.73~-0.71)","Incidence","Rate"
"Eswatini",1,"1999.000-2009.000",1999,2009,-1.23,"-1.73","-0.71",1,-4.891,0,"***","1999~2009
-1.23(-1.73~-0.71)***","1999~2009","-1.23 (-1.73~-0.71)","Incidence","Rate"
"Eswatini",1,"2009.000-2019.000",2009,2019,-1.23,"-1.73","-0.71",1,-4.891,0,"***","2009~2019
-1.23(-1.73~-0.71)***","2009~2019","-1.23 (-1.73~-0.71)","Incidence","Rate"
"Eswatini",1,"2019.000-2021.000",2019,2021,-61.28,"-72.15","-46.18",1,-5.911,0,"***","2019~2021
-61.28(-72.15~-46.18)***","2019~2021","-61.28 (-72.15~-46.18)","Incidence","Rate"
"Eswatini",1,"1990.000-2019.000",1990,2019,-1.23,"-1.73","-0.71",1,-4.891,0,"***","1990~2019
-1.23(-1.73~-0.71)***","1990~2019","-1.23 (-1.73~-0.71)","Incidence","Rate"
"Ethiopia",2,"Full Range",1990,2021,-4,"-4.75","-3.25",1,-10.296,0,"***","1990~2021
-4.00(-4.75~-3.25)***","1990~2021","-4.00 (-4.75~-3.25)","Incidence","Rate"
"Ethiopia",2,"1990.000-1999.000",1990,1999,-0.15,"-0.58","0.29",0,-0.697,0.493,"","1990~1999
-0.15(-0.58~0.29)","1990~1999","-0.15 (-0.58~0.29)","Incidence","Rate"
"Ethiopia",2,"1999.000-2009.000",1999,2009,-1.44,"-1.78","-1.09",1,-8.159,0,"***","1999~2009
-1.44(-1.78~-1.09)***","1999~2009","-1.44 (-1.78~-1.09)","Incidence","Rate"
"Ethiopia",2,"2009.000-2019.000",2009,2019,-4.39,"-5.03","-3.74",1,-13.745,0,"***","2009~2019
-4.39(-5.03~-3.74)***","2009~2019","-4.39 (-5.03~-3.74)","Incidence","Rate"
"Ethiopia",2,"2019.000-2021.000",2019,2021,-28.1,"-35.84","-19.43",1,-5.977,0,"***","2019~2021
-28.10(-35.84~-19.43)***","2019~2021","-28.10 (-35.84~-19.43)","Incidence","Rate"
"Ethiopia",2,"1990.000-2019.000",1990,2019,-2.07,"-2.43","-1.71",1,-11.177,0,"***","1990~2019
-2.07(-2.43~-1.71)***","1990~2019","-2.07 (-2.43~-1.71)","Incidence","Rate"
"Fiji",3,"Full Range",1990,2021,-12.16,"-15.43","-8.76",1,-6.693,0,"***","1990~2021
-12.16(-15.43~-8.76)***","1990~2021","-12.16 (-15.43~-8.76)","Incidence","Rate"
"Fiji",3,"1990.000-1999.000",1990,1999,-4.71,"-10.10","1.01",0,-1.621,0.105,"","1990~1999
-4.71(-10.10~1.01)","1990~1999","-4.71 (-10.10~1.01)","Incidence","Rate"
"Fiji",3,"1999.000-2009.000",1999,2009,5.59,"3.02","8.23",1,4.32,0,"***","1999~2009
5.59(3.02~8.23)***","1999~2009","5.59 (3.02~8.23)","Incidence","Rate"
"Fiji",3,"2009.000-2019.000",2009,2019,-15.15,"-18.31","-11.88",1,-9.016,0,"***","2009~2019
-15.15(-18.31~-11.88)***","2009~2019","-15.15 (-18.31~-11.88)","Incidence","Rate"
"Fiji",3,"2019.000-2021.000",2019,2021,-71.13,"-82.26","-53.03",1,-5.307,0,"***","2019~2021
-71.13(-82.26~-53.03)***","2019~2021","-71.13 (-82.26~-53.03)","Incidence","Rate"
"Fiji",3,"1990.000-2019.000",1990,2019,-5.15,"-7.53","-2.71",1,-4.081,0,"***","1990~2019
-5.15(-7.53~-2.71)***","1990~2019","-5.15 (-7.53~-2.71)","Incidence","Rate"
"Finland",3,"Full Range",1990,2021,-8.12,"-10.57","-5.60",1,-6.143,0,"***","1990~2021
-8.12(-10.57~-5.60)***","1990~2021","-8.12 (-10.57~-5.60)","Incidence","Rate"
"Finland",3,"1990.000-1999.000",1990,1999,-11.28,"-13.96","-8.52",1,-7.658,0,"***","1990~1999
-11.28(-13.96~-8.52)***","1990~1999","-11.28 (-13.96~-8.52)","Incidence","Rate"
"Finland",3,"1999.000-2009.000",1999,2009,-0.52,"-2.07","1.05",0,-0.696,0.494,"","1999~2009
-0.52(-2.07~1.05)","1999~2009","-0.52 (-2.07~1.05)","Incidence","Rate"
"Finland",3,"2009.000-2019.000",2009,2019,13.68,"8.93","18.64",1,5.882,0,"***","2009~2019
13.68(8.93~18.64)***","2009~2019","13.68 (8.93~18.64)","Incidence","Rate"
"Finland",3,"2019.000-2021.000",2019,2021,-75.07,"-82.16","-65.16",1,-8.632,0,"***","2019~2021
-75.07(-82.16~-65.16)***","2019~2021","-75.07 (-82.16~-65.16)","Incidence","Rate"
"Finland",3,"1990.000-2019.000",1990,2019,0.53,"-1.37","2.46",0,0.542,0.588,"","1990~2019
0.53(-1.37~2.46)","1990~2019","0.53 (-1.37~2.46)","Incidence","Rate"
"France",2,"Full Range",1990,2021,-9.69,"-10.91","-8.46",1,-14.767,0,"***","1990~2021
-9.69(-10.91~-8.46)***","1990~2021","-9.69 (-10.91~-8.46)","Incidence","Rate"
"France",2,"1990.000-1999.000",1990,1999,-7.39,"-7.80","-6.99",1,-35.974,0,"***","1990~1999
-7.39(-7.80~-6.99)***","1990~1999","-7.39 (-7.80~-6.99)","Incidence","Rate"
"France",2,"1999.000-2009.000",1999,2009,-7.39,"-7.80","-6.99",1,-35.974,0,"***","1999~2009
-7.39(-7.80~-6.99)***","1999~2009","-7.39 (-7.80~-6.99)","Incidence","Rate"
"France",2,"2009.000-2019.000",2009,2019,7.88,"5.65","10.15",1,7.119,0,"***","2009~2019
7.88(5.65~10.15)***","2009~2019","7.88 (5.65~10.15)","Incidence","Rate"
"France",2,"2019.000-2021.000",2019,2021,-70.77,"-75.72","-64.81",1,-13.686,0,"***","2019~2021
-70.77(-75.72~-64.81)***","2019~2021","-70.77 (-75.72~-64.81)","Incidence","Rate"
"France",2,"1990.000-2019.000",1990,2019,-2.39,"-3.15","-1.62",1,-6.032,0,"***","1990~2019
-2.39(-3.15~-1.62)***","1990~2019","-2.39 (-3.15~-1.62)","Incidence","Rate"
"Gabon",5,"Full Range",1990,2021,-1.53,"-2.15","-0.91",1,-4.782,0,"***","1990~2021
-1.53(-2.15~-0.91)***","1990~2021","-1.53 (-2.15~-0.91)","Incidence","Rate"
"Gabon",5,"1990.000-1999.000",1990,1999,3.03,"2.22","3.84",1,7.437,0,"***","1990~1999
3.03(2.22~3.84)***","1990~1999","3.03 (2.22~3.84)","Incidence","Rate"
"Gabon",5,"1999.000-2009.000",1999,2009,0.12,"-0.90","1.15",0,0.233,0.816,"","1999~2009
0.12(-0.90~1.15)","1999~2009","0.12 (-0.90~1.15)","Incidence","Rate"
"Gabon",5,"2009.000-2019.000",2009,2019,-3.45,"-4.45","-2.44",1,-6.609,0,"***","2009~2019
-3.45(-4.45~-2.44)***","2009~2019","-3.45 (-4.45~-2.44)","Incidence","Rate"
"Gabon",5,"2019.000-2021.000",2019,2021,-18.44,"-22.71","-13.94",1,-8.082,0,"***","2019~2021
-18.44(-22.71~-13.94)***","2019~2021","-18.44 (-22.71~-13.94)","Incidence","Rate"
"Gabon",5,"1990.000-2019.000",1990,2019,-0.24,"-0.82","0.34",0,-0.815,0.415,"","1990~2019
-0.24(-0.82~0.34)","1990~2019","-0.24 (-0.82~0.34)","Incidence","Rate"
"Gambia",5,"Full Range",1990,2021,-4.18,"-4.51","-3.86",1,-24.57,0,"***","1990~2021
-4.18(-4.51~-3.86)***","1990~2021","-4.18 (-4.51~-3.86)","Incidence","Rate"
"Gambia",5,"1990.000-1999.000",1990,1999,1.59,"1.03","2.16",1,5.616,0,"***","1990~1999
1.59(1.03~2.16)***","1990~1999","1.59 (1.03~2.16)","Incidence","Rate"
"Gambia",5,"1999.000-2009.000",1999,2009,-5.71,"-6.06","-5.37",1,-31.493,0,"***","1999~2009
-5.71(-6.06~-5.37)***","1999~2009","-5.71 (-6.06~-5.37)","Incidence","Rate"
"Gambia",5,"2009.000-2019.000",2009,2019,0,"-0.54","0.54",0,-0.015,0.988,"","2009~2019
-0.00(-0.54~0.54)","2009~2019","-0.00 (-0.54~0.54)","Incidence","Rate"
"Gambia",5,"2019.000-2021.000",2019,2021,-35.55,"-37.56","-33.47",1,-29.474,0,"***","2019~2021
-35.55(-37.56~-33.47)***","2019~2021","-35.55 (-37.56~-33.47)","Incidence","Rate"
"Gambia",5,"1990.000-2019.000",1990,2019,-1.53,"-1.83","-1.23",1,-9.934,0,"***","1990~2019
-1.53(-1.83~-1.23)***","1990~2019","-1.53 (-1.83~-1.23)","Incidence","Rate"
"Georgia",1,"Full Range",1990,2021,-13.36,"-15.24","-11.44",1,-12.815,0,"***","1990~2021
-13.36(-15.24~-11.44)***","1990~2021","-13.36 (-15.24~-11.44)","Incidence","Rate"
"Georgia",1,"1990.000-1999.000",1990,1999,-2.41,"-2.94","-1.88",1,-9.186,0,"***","1990~1999
-2.41(-2.94~-1.88)***","1990~1999","-2.41 (-2.94~-1.88)","Incidence","Rate"
"Georgia",1,"1999.000-2009.000",1999,2009,-2.41,"-2.94","-1.88",1,-9.186,0,"***","1999~2009
-2.41(-2.94~-1.88)***","1999~2009","-2.41 (-2.94~-1.88)","Incidence","Rate"
"Georgia",1,"2009.000-2019.000",2009,2019,-2.41,"-2.94","-1.88",1,-9.186,0,"***","2009~2019
-2.41(-2.94~-1.88)***","2009~2019","-2.41 (-2.94~-1.88)","Incidence","Rate"
"Georgia",1,"2019.000-2021.000",2019,2021,-84.57,"-89.09","-78.17",1,-11.052,0,"***","2019~2021
-84.57(-89.09~-78.17)***","2019~2021","-84.57 (-89.09~-78.17)","Incidence","Rate"
"Georgia",1,"1990.000-2019.000",1990,2019,-2.41,"-2.94","-1.88",1,-9.186,0,"***","1990~2019
-2.41(-2.94~-1.88)***","1990~2019","-2.41 (-2.94~-1.88)","Incidence","Rate"
